No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
5960,821024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,14,Buruk
5961,821103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5962,821168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5963,821197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
5964,822023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,14,Buruk
5965,822024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
5966,822103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5967,822168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
5968,822197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
5969,823103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
5970,823168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5971,824023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
5972,824168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
5973,824197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5974,825023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,14,Buruk
5975,825024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
5976,825168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
5977,826023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,13,Buruk
5978,826168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5979,826197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
5980,827023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
5981,827024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
5982,827168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5983,828024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
5984,828168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
5985,829168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5986,829197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
5987,830023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
5988,830024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,13,Buruk
5989,830103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5990,830168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
5991,830197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
5992,831023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,10,Baik
5993,831024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
5994,831103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
5995,832023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
5996,832024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
5997,832103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
5998,833023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
5999,833024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6000,833103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6001,834023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,10,Baik
6002,834103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6003,834197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6004,835024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,6,Baik
6005,835103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6006,836197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6007,837024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,6,Baik
6008,837103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6009,837197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6010,838023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6011,838103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6012,838197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6013,839023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6014,839024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6015,839103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6016,839197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6017,840023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,10,Baik
6018,840103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6019,840197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6020,841024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6021,841103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6022,841168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6023,841197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
6024,842023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6025,842024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6026,842103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
6027,842197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6028,843023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6029,843103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6030,843168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
6031,844023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
6032,844024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6033,844103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6034,844168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6035,845023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
6036,845103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6037,845168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6038,845197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6039,846023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
6040,846103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,14,Buruk
6041,846168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
6042,847023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6043,847024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6044,847103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,18,Sangat Buruk
6045,847168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6046,847197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6047,848023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,9,Baik
6048,848024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6049,848103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6050,848168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6051,848197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6052,849103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6053,849168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6054,850023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6055,850024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6056,850103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6057,850168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6058,851023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6059,851024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
6060,851103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6061,851168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,12,Buruk
6062,852023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6063,852024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
6064,852103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6065,852197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6066,853023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6067,854023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6068,854197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,13,Buruk
6069,855023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,7,Baik
6070,855024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,9,Baik
6071,855103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6072,855197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6073,856023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6074,856024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6075,857023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6076,857024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6077,857103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6078,857168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6079,858023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6080,858024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6081,858197,Kalimantan Selatan,Banjar (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
6082,859103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
6083,859168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Jasa Lainnya,2012,15,Sangat Buruk
6084,860023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6085,860024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6086,860168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Jasa Lainnya,2012,16,Sangat Buruk
6087,861023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6088,861024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6089,861103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,15,Sangat Buruk
6090,862024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6091,862168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6092,863023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6093,863024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
6094,863168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6095,864023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6096,864024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6097,864103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,11,Buruk
6098,865023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,10,Baik
6099,865103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6100,865168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
6101,866023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6102,866024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6103,866103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6104,866168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6105,867103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6106,867168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6107,868023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,14,Buruk
6108,868103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6109,869024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6110,869103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6111,869168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6112,870023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
6113,870103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6114,870197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6115,871023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6116,871024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Jasa Konsultansi,2012,14,Buruk
6117,871103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6118,871197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6119,872023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6120,872024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6121,872103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6122,872168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6123,872197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6124,873023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,10,Baik
6125,873103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6126,873197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6127,874103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6128,874168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6129,874197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6130,875023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
6131,875168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6132,875197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
6133,876103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6134,876168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6135,876197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
6136,877023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6137,877024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,17,Sangat Buruk
6138,877103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6139,877168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6140,877197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
6141,878103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6142,878168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
6143,878197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6144,879024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6145,879103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
6146,879168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,11,Buruk
6147,879197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
6148,880024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,14,Buruk
6149,880168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6150,880197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,17,Sangat Buruk
6151,881024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,10,Baik
6152,881103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6153,881153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,10,Baik
6154,881168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6155,881197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
6156,882024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6157,882103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6158,882153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,11,Buruk
6159,882168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,13,Buruk
6160,882197,Kalimantan Selatan,Banjar (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6161,883023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6162,883103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6163,883197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6164,884023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,14,Buruk
6165,884024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6166,884103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6167,884197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6168,885024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6169,885103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6170,885168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6171,885197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6172,886023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6173,886024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6174,886103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6175,886168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6176,886197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6177,887168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6178,887197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6179,888023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6180,888103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6181,888168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6182,888197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6183,889168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6184,889197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6185,890024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6186,890168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6187,890197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6188,891023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6189,891024,Kalimantan Selatan,Banjarmasin (Kota),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6190,891103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6191,891168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6192,891197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6193,892023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pekerjaan Konstruksi,2012,10,Baik
6194,892168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6195,892197,Kalimantan Selatan,Banjar (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6196,893103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6197,893168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6198,893197,Kalimantan Selatan,Banjar (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6199,894023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
6200,894024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
6201,894103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6202,894168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
